title,authors,year,doi,source,url,population,intervention,comparison,outcomes,study_type,confidence_score,abstract
Tirzepatide for the Treatment of Obstructive Sleep Apnea and Obesity,Atul Malhotra; Ronald R. Grunstein; Ingo Fietze; Terri E. Weaver; Susan Redline; Ali Azarbarzin; Scott A. Sands; Richard J Schwab; Julia P. Dunn; Sujatro Chakladar; Mathijs C. Bunck; Josef Bednařík,2024,10.1056/nejmoa2404881,openalex,https://doi.org/10.1056/nejmoa2404881,Adults with moderate-to-severe obstructive sleep apnea and obesity,Tirzepatide (10 mg or 15 mg),Placebo,Change in apnea-hypopnea index (AHI); Percent change in AHI; Change in body weight; Changes in hypoxic burden; Patient-reported sleep impairment and disturbance; High-sensitivity C-reactive protein (hsCRP) concentration; Systolic blood pressure,Randomized controlled trial,1,"BACKGROUND: Obstructive sleep apnea is characterized by disordered breathing during sleep and is associated with major cardiovascular complications; excess adiposity is an etiologic risk factor. Tirzepatide may be a potential treatment. METHODS: We conducted two phase 3, double-blind, randomized, controlled trials involving adults with moderate-to-severe obstructive sleep apnea and obesity. Participants who were not receiving treatment with positive airway pressure (PAP) at baseline were enrolled in trial 1, and those who were receiving PAP therapy at baseline were enrolled in trial 2. The participants were assigned in a 1:1 ratio to receive either the maximum tolerated dose of tirzepatide (10 mg or 15 mg) or placebo for 52 weeks. The primary end point was the change in the apnea-hypopnea index (AHI, the number of apneas and hypopneas during an hour of sleep) from baseline. Key multiplicity-controlled secondary end points included the percent change in AHI and body weight and changes in hypoxic burden, patient-reported sleep impairment and disturbance, high-sensitivity C-reactive protein (hsCRP) concentration, and systolic blood pressure. RESULTS: At baseline, the mean AHI was 51.5 events per hour in trial 1 and 49.5 events per hour in trial 2, and the mean body-mass index (BMI, the weight in kilograms divided by the square of the height in meters) was 39.1 and 38.7, respectively. In trial 1, the mean change in AHI at week 52 was -25.3 events per hour (95% confidence interval [CI], -29.3 to -21.2) with tirzepatide and -5.3 events per hour (95% CI, -9.4 to -1.1) with placebo, for an estimated treatment difference of -20.0 events per hour (95% CI, -25.8 to -14.2) (P<0.001). In trial 2, the mean change in AHI at week 52 was -29.3 events per hour (95% CI, -33.2 to -25.4) with tirzepatide and -5.5 events per hour (95% CI, -9.9 to -1.2) with placebo, for an estimated treatment difference of -23.8 events per hour (95% CI, -29.6 to -17.9) (P<0.001). Significant improvements in the measurements for all prespecified key secondary end points were observed with tirzepatide as compared with placebo. The most frequently reported adverse events with tirzepatide were gastrointestinal in nature and mostly mild to moderate in severity. CONCLUSIONS: Among persons with moderate-to-severe obstructive sleep apnea and obesity, tirzepatide reduced the AHI, body weight, hypoxic burden, hsCRP concentration, and systolic blood pressure and improved sleep-related patient-reported outcomes. (Funded by Eli Lilly; SURMOUNT-OSA ClinicalTrials.gov number, NCT05412004.)."
Metrics of sleep apnea severity: beyond the apnea-hypopnea index,Atul Malhotra; Indu Ayappa; Najib Ayas; Nancy A. Collop; Douglas B. Kirsch; Nigel McArdle; Reena Mehra; Allan I Pack; Naresh M. Punjabi; David P. White; Daniel J. Gottlieb,2021,10.1093/sleep/zsab030,openalex,https://doi.org/10.1093/sleep/zsab030,Individuals with obstructive sleep apnea (OSA),Metrics for assessing OSA severity,N/A,Predictive value of apnea-hypopnea index (AHI); Limitations of AHI; Alternative metrics for OSA severity; Future directions for OSA assessment,Literature review,0.9,"Obstructive sleep apnea (OSA) is thought to affect almost 1 billion people worldwide. OSA has well established cardiovascular and neurocognitive sequelae, although the optimal metric to assess its severity and/or potential response to therapy remains unclear. The apnea-hypopnea index (AHI) is well established; thus, we review its history and predictive value in various different clinical contexts. Although the AHI is often criticized for its limitations, it remains the best studied metric of OSA severity, albeit imperfect. We further review the potential value of alternative metrics including hypoxic burden, arousal intensity, odds ratio product, and cardiopulmonary coupling. We conclude with possible future directions to capture clinically meaningful OSA endophenotypes including the use of genetics, blood biomarkers, machine/deep learning and wearable technologies. Further research in OSA should be directed towards providing diagnostic and prognostic information to make the OSA diagnosis more accessible and to improving prognostic information regarding OSA consequences, in order to guide patient care and to help in the design of future clinical trials."
Acetazolamide for OSA and Central Sleep Apnea,Christopher N. Schmickl; Shane A. Landry; Jeremy E. Orr; Kazuo Chin; Kimihiko Murase; Johan Verbraecken; Shahrokh Javaheri; Bradley A. Edwards; Robert L. Owens; Atul Malhotra,2020,10.1016/j.chest.2020.06.078,openalex,https://doi.org/10.1016/j.chest.2020.06.078,Patients with Obstructive Sleep Apnea (OSA) and Central Sleep Apnea,Acetazolamide,N/A,N/A,N/A,0.7,
A comprehensive review of obstructive sleep apnea.,Anna Abbasil; Sushilkumar Satish Gupta; Nitin Sabharwal; Vineet Meghrajani; Shaurya Sharma; Stephan Kamholz; Yizhak Kupfer,2021,10.5935/1984-0063.20200056,openalex,https://pubmed.ncbi.nlm.nih.gov/34381578,Patients with obstructive sleep apnea (OSA),Management using continuous positive airway pressure (CPAP) or bi-level positive airway pressure (BiPAP) devices during sleep,N/A,Cardiovascular morbidity; Pulmonary manifestations; Neurocognitive morbidities,N/A,0.9,"Obstructive sleep apnea (OSA) is a complex disorder characterized by collapse of the upper airway during sleep. Downstream effects involve the cardiovascular, pulmonary, and neurocognitive systems. OSA is more prevalent in men than women. Clinical symptoms suggest the diagnosis of OSA but none is pathognomonic of the condition. With rising awareness of OSA and the increasing prevalence of obesity, OSA is increasingly recognized as a major contributor to cardiovascular morbidity including systemic and pulmonary arterial hypertension, heart failure, acute coronary syndromes, atrial fibrillation, and other arrhythmias. Pulmonary manifestations include the development of chronic thromboembolic disease, which can then lead to chronic thromboembolic pulmonary hypertension (CTEPH). Neurocognitive morbidities include stroke and neurobehavioral disorders. Screening for OSA includes the use of symptom questionnaires and the diagnosis is confirmed by polysomnography. Management primarily includes the use of continuous positive airway pressure (CPAP) or bi-level positive airway pressure (BiPAP) devices during sleep. Alternate options such as mandibular devices and surgical procedures are considered for certain patient populations."
"Multinight Prevalence, Variability, and Diagnostic Misclassification of Obstructive Sleep Apnea",Bastien Lechat; Ganesh Naik; Amy Reynolds; Atqiya Aishah; Hannah Scott; Kelly A. Loffler; Andrew Vakulin; Pierre Escourrou; R. Doug McEvoy; Robert J. Adams; Peter G. Catcheside; Danny J. Eckert,2021,10.1164/rccm.202107-1761oc,openalex,https://doi.org/10.1164/rccm.202107-1761oc,"Individuals aged between 18 and 90 years from a global, nonrandomly selected community sample","Multinight in-home monitoring using a novel, validated, under-mattress sleep analyzer",N/A,"Global prevalence of OSA: 22.6% (95% CI, 20.9–24.3%); Likelihood of misdiagnosis based on a single night’s AHI value: 20% to 50%; F1-score for 1-night monitoring: 0.77; F1-score for 14 nights monitoring: 0.94",Observational study,0.9,"Abstract Rationale Recent studies suggest that obstructive sleep apnea (OSA) severity can vary markedly from night to night, which may have important implications for diagnosis and management. Objectives This study aimed to assess OSA prevalence from multinight in-home recordings and the impact of night-to-night variability in OSA severity on diagnostic classification in a large, global, nonrandomly selected community sample from a consumer database of people that purchased a novel, validated, under-mattress sleep analyzer. Methods A total of 67,278 individuals aged between 18 and 90 years underwent in-home nightly monitoring over an average of approximately 170 nights per participant between July 2020 and March 2021. OSA was defined as a nightly mean apnea–hypopnea index (AHI) of more than 15 events/h. Outcomes were multinight global prevalence and likelihood of OSA misclassification from a single night’s AHI value. Measurements and Main Results More than 11.6 million nights of data were collected and analyzed. OSA global prevalence was 22.6% (95% confidence interval, 20.9–24.3%). The likelihood of misdiagnosis in people with OSA based on a single night ranged between approximately 20% and 50%. Misdiagnosis error rates decreased with increased monitoring nights (e.g., 1-night F1-score = 0.77 vs. 0.94 for 14 nights) and remained stable after 14 nights of monitoring. Conclusions Multinight in-home monitoring using novel, noninvasive under-mattress sensor technology indicates a global prevalence of moderate to severe OSA of approximately 20%, and that approximately 20% of people diagnosed with a single-night study may be misclassified. These findings highlight the need to consider night-to-night variation in OSA diagnosis and management."
The Sleep Apnea-Specific Hypoxic Burden Predicts Incident Heart Failure,Ali Azarbarzin; Scott A. Sands; Luigi Taranto‐Montemurro; Daniel Vena; Tamar Sofer; Sang‐Wook Kim; Katie L. Stone; David P. White; Andrew Wellman; Susan Redline,2020,10.1016/j.chest.2020.03.053,openalex,https://doi.org/10.1016/j.chest.2020.03.053,Patients with sleep apnea,Assessment of hypoxic burden,N/A,Prediction of incident heart failure,Cohort study,0.8,
"Sleep Apnea–Specific Hypoxic Burden, Symptom Subtypes, and Risk of Cardiovascular Events and All-Cause Mortality",Wojciech Trzepizur; Margaux Blanchard; Timothée Ganem; Frédéric Balusson; Mathieu Feuilloy; Jean-Marc Girault; Nicole Meslier; Emmanuel Oger; Audrey Paris; Thierry Pigeanne; Jean-Louis Racineux; AbdelKebir Sabil; Chloé Gervès-Pinquié; Frédéric Gagnadoux,2021,10.1164/rccm.202105-1274oc,openalex,https://doi.org/10.1164/rccm.202105-1274oc,patients with newly diagnosed obstructive sleep apnea (OSA) and no overt cardiovascular disease,OSA-specific hypoxic burden (HB) and symptom subtypes,N/A,major adverse cardiovascular events (MACE); all-cause mortality,Cohort study,0.9,"Abstract Rationale Data from population-based cohorts suggest that symptom subtypes and obstructive sleep apnea (OSA)–specific hypoxic burden (HB) could help to better identify patients with OSA at high cardiovascular (CV) risk. Objectives We aimed to evaluate whether those new markers are associated with the risk of major adverse CV events (MACE) in clinical setting. Methods Data from the Pays de la Loire cohort were linked to health administrative data to identify the occurrence of MACE (a composite outcome including all-cause mortality, acute myocardial infarction, stroke, and unplanned coronary revascularization) in patients with newly diagnosed OSA and no overt CV disease. Latent class analysis was used to identify subtypes based on eight clinically relevant variables. HB was defined as the total area under the respiratory event–related desaturation curve. Cox proportional hazards models were used to evaluate the association of symptom subtypes and HB with MACE. Measurements and Main Results Four symptom subtypes were identified (minimally symptomatic [22.0%], disturbed sleep [17.5%], excessively sleepy [49.8%], and moderately sleepy [10.6%]). After a median follow-up of 78 months (interquartile range, 52–109), 592 (11.05%) of 5,358 patients experienced MACE. In a fully adjusted model, HB and overall nocturnal hypoxemia assessed by sleep time with oxygen saturation <90% were the only predictors of MACE (hazard ratio, 1.21; 95% confidence interval, 1.07–1.38; and hazard ratio, 1.34; 95% confidence interval, 1.16–1.55, respectively). The association appeared stronger toward younger patients and women. Conclusion In clinical setting, patients with OSA who demonstrate elevated OSA-specific HB are at higher risk of a CV event and all-cause mortality. Symptom subtypes were not associated with MACE after adjustment for confounders."
Obstructive sleep apnea in developmental age. A narrative review,Anna Lo Bue; Adriana Salvaggio; Giuseppe Insalaco,2020,10.1007/s00431-019-03557-8,openalex,https://doi.org/10.1007/s00431-019-03557-8,children and adolescents with obstructive sleep apnea,N/A,N/A,N/A,N/A,0.9,
Prevalence of obstructive sleep apnea (OSA) among preschool aged children in the general population: A systematic review,Sólveig Magnúsdóttir; Elizabeth A. Hill,2023,10.1016/j.smrv.2023.101871,openalex,https://doi.org/10.1016/j.smrv.2023.101871,preschool aged children in the general population,N/A,N/A,N/A,systematic review,0.9,
Obstructive sleep apnea: transition from pathophysiology to an integrative disease model,Walter T. McNicholas; Dirk Pevernagie,2022,10.1111/jsr.13616,openalex,https://doi.org/10.1111/jsr.13616,Patients with obstructive sleep apnea (OSA),Therapies targeted at pathophysiological endotypes,N/A,Understanding of complex pathophysiology of OSA; Development of targeted therapies; Facilitation of precision medicine,N/A,0.8,"Obstructive sleep apnea (OSA) is characterised by recurring episodes of upper airway obstruction during sleep and the fundamental abnormality reflects the inability of the upper airway dilating muscles to withstand the negative forces generated within the upper airway during inspiration. Factors that result in narrowing of the oropharynx such as abnormal craniofacial anatomy, soft tissue accumulation in the neck, and rostral fluid shift in the recumbent position increase the collapsing forces within the airway. The counteracting forces of upper airway dilating muscles, especially the genioglossus, are negatively influenced by sleep onset, inadequacy of the genioglossus responsiveness, ventilatory instability, especially post arousal, and loop gain. OSA is frequently associated with comorbidities that include metabolic, cardiovascular, renal, pulmonary, and neuropsychiatric, and there is growing evidence of bidirectional relationships between OSA and comorbidity, especially for heart failure, metabolic syndrome, and stroke. A detailed understanding of the complex pathophysiology of OSA encourages the development of therapies targeted at pathophysiological endotypes and facilitates a move towards precision medicine as a potential alternative to continuous positive airway pressure therapy in selected patients."
Adenotonsillectomy for Snoring and Mild Sleep Apnea in Children,Susan Redline; Kaitlyn Cook; Ronald D. Chervin; Stacey L. Ishman; Cristina Baldassari; Ron B. Mitchell; Ignacio E. Tapia; Raouf Amin; Fauziya Hassan; Sally Ibrahim; Kristie Ross; Lisa M. Elden; Erin M. Kirkham; David A. Zopf; Jay Shah; Todd Otteson; Kamal Naqvi; Judith Owens; Lisa R. Young; Susan L. Furth; Heidi Connolly; Caron A. C. Clark; Jessie P. Bakker; Susan L. Garetz; Jerilynn Radcliffe; H. Gerry Taylor; Carol L. Rosen; Rui Wang; Pediatric Adenotonsillectomy Trial for Snoring (PATS) Study Team; Michael Rueschman; Meg Tully; Jean L. Arnold; Michelle Nicholson; Emily R Kaplan; Dan Mobley; Michael G. Morrical; Laurie Karamessinis; Michelle Ward; M.A. Cornaglia; Ruth Bradford; Alyssa M. Ciampaglia; Hayley Groubert; Erica Denallo; Rasal Rajashari; Morgan Pyzoha; Heather Rogers; K. Ingrid McKibben; Suzie Hicks; B Carter; Melodie Boh; K. Swegheimer; Stacey Niehaus; Emily Herresoff; Marianne Heffner; Judy Fetterolf; Bill Geal; Sarah R. Brand; Braden DeWeese; Libby Johnson; Kristin Brierly; Allison Jordan; Kacee Pavelka; Jay Sands; Ashley Szpara; Francesca Chambers; Laura Vargas; Constance Eshon; Florence George; Mary A. Martin; Vernell Sparks; Victoria A. Young; Laura S. Stone; A. R. sk Boykin; Emily I. Riggan; Thomas Boswick; Michael Bailey; Amanda Stetler; Addy Tham,2023,10.1001/jama.2023.22114,openalex,https://doi.org/10.1001/jama.2023.22114,459 children aged 3 to 12.9 years with snoring and an obstructive apnea-hypopnea index (AHI) less than 3,early adenotonsillectomy,watchful waiting,changes from baseline to 12 months for caregiver-reported Behavior Rating Inventory of Executive Function (BRIEF) Global Executive Composite (GEC) T score; GNG d-prime signal detection score; behavioral problems; sleepiness; symptoms; quality of life; systolic and diastolic blood pressure percentile levels; progression of the AHI to greater than 3 events/h,Randomized clinical trial,1,"Importance: The utility of adenotonsillectomy in children who have habitual snoring without frequent obstructive breathing events (mild sleep-disordered breathing [SDB]) is unknown. Objectives: To evaluate early adenotonsillectomy compared with watchful waiting and supportive care (watchful waiting) on neurodevelopmental, behavioral, health, and polysomnographic outcomes in children with mild SDB. Design, Setting, and Participants: Randomized clinical trial enrolling 459 children aged 3 to 12.9 years with snoring and an obstructive apnea-hypopnea index (AHI) less than 3 enrolled at 7 US academic sleep centers from June 29, 2016, to February 1, 2021, and followed up for 12 months. Intervention: Participants were randomized 1:1 to either early adenotonsillectomy (n = 231) or watchful waiting (n = 228). Main Outcomes and Measures: The 2 primary outcomes were changes from baseline to 12 months for caregiver-reported Behavior Rating Inventory of Executive Function (BRIEF) Global Executive Composite (GEC) T score, a measure of executive function; and a computerized test of attention, the Go/No-go (GNG) test d-prime signal detection score, reflecting the probability of response to target vs nontarget stimuli. Twenty-two secondary outcomes included 12-month changes in neurodevelopmental, behavioral, quality of life, sleep, and health outcomes. Results: Of the 458 participants in the analyzed sample (231 adenotonsillectomy and 237 watchful waiting; mean age, 6.1 years; 230 female [50%]; 123 Black/African American [26.9%]; 75 Hispanic [16.3%]; median AHI, 0.5 [IQR, 0.2-1.1]), 394 children (86%) completed 12-month follow-up visits. There were no statistically significant differences in change from baseline between the 2 groups in executive function (BRIEF GEC T-scores: -3.1 for adenotonsillectomy vs -1.9 for watchful waiting; difference, -0.96 [95% CI, -2.66 to 0.74]) or attention (GNG d-prime scores: 0.2 for adenotonsillectomy vs 0.1 for watchful waiting; difference, 0.05 [95% CI, -0.18 to 0.27]) at 12 months. Behavioral problems, sleepiness, symptoms, and quality of life each improved more with adenotonsillectomy than with watchful waiting. Adenotonsillectomy was associated with a greater 12-month decline in systolic and diastolic blood pressure percentile levels (difference in changes, -9.02 [97% CI, -15.49 to -2.54] and -6.52 [97% CI, -11.59 to -1.45], respectively) and less progression of the AHI to greater than 3 events/h (1.3% of children in the adenotonsillectomy group compared with 13.2% in the watchful waiting group; difference, -11.2% [97% CI, -17.5% to -4.9%]). Six children (2.7%) experienced a serious adverse event associated with adenotonsillectomy. Conclusions: In children with mild SDB, adenotonsillectomy, compared with watchful waiting, did not significantly improve executive function or attention at 12 months. However, children with adenotonsillectomy had improved secondary outcomes, including behavior, symptoms, and quality of life and decreased blood pressure, at 12-month follow-up. Trial Registration: ClinicalTrials.gov Identifier: NCT02562040."
Effect of an Interdisciplinary Weight Loss and Lifestyle Intervention on Obstructive Sleep Apnea Severity,Almudena Carneiro‐Barrera; Francisco J. Amaro‐Gahete; Alejandro Guillén‐Riquelme; Lucas Jurado‐Fasoli; Germán Sáez-Roca; Carlos Martín-Carrasco; Gualberto Buela‐Casal; Jonatan R. Ruiz,2022,10.1001/jamanetworkopen.2022.8212,openalex,https://doi.org/10.1001/jamanetworkopen.2022.8212,89 Spanish men aged 18 to 65 years with moderate to severe OSA and a body mass index of 25 or greater receiving CPAP therapy,"8-week weight loss and lifestyle intervention involving nutritional behavior change, aerobic exercise, sleep hygiene, and alcohol and tobacco cessation combined with usual care",usual care (CPAP therapy),change in apnea-hypopnea index (AHI); changes in other OSA sleep-related outcomes; body weight and composition; cardiometabolic risk; health-related quality of life,RCT,1,"Importance: Obesity is the leading cause of obstructive sleep apnea (OSA); however, the effects of weight loss and lifestyle interventions on OSA and comorbidities remain uncertain. Objective: To evaluate the effect of an interdisciplinary weight loss and lifestyle intervention on OSA and comorbidities among adults with moderate to severe OSA and overweight or obesity. Design, Setting, and Participants: The Interdisciplinary Weight Loss and Lifestyle Intervention for OSA (INTERAPNEA) study was a parallel-group open-label randomized clinical trial conducted at a hospital-based referral center in Granada, Spain, from April 1, 2019, to October 23, 2020. The study enrolled 89 Spanish men aged 18 to 65 years with moderate to severe OSA and a body mass index (calculated as weight in kilograms divided by height in meters squared) of 25 or greater who were receiving continuous positive airway pressure (CPAP) therapy. The sole inclusion of men was based on the higher incidence and prevalence of OSA in this population, the differences in OSA phenotypes between men and women, and the known effectiveness of weight loss interventions among men vs women. Interventions: Participants were randomized to receive usual care (CPAP therapy) or an 8-week weight loss and lifestyle intervention involving nutritional behavior change, aerobic exercise, sleep hygiene, and alcohol and tobacco cessation combined with usual care. Main Outcomes and Measures: The primary end point was the change in the apnea-hypopnea index (AHI) from baseline to the intervention end point (8 weeks) and 6 months after intervention. Secondary end points comprised changes in other OSA sleep-related outcomes, body weight and composition, cardiometabolic risk, and health-related quality of life. Results: Among 89 men (mean [SD] age, 54.1 [8.0] years; all of Spanish ethnicity; mean [SD] AHI, 41.3 [22.2] events/h), 49 were randomized to the control group and 40 were randomized to the intervention group. The intervention group had a greater decrease in AHI (51% reduction; change, -21.2 events/h; 95% CI, -25.4 to -16.9 events/h) than the control group (change, 2.5 events/h; 95% CI, -2.0 to 6.9 events/h) at the intervention end point, with a mean between-group difference of -23.6 events/h (95% CI, -28.7 to -18.5 events/h). At 6 months after intervention, the reduction in AHI was 57% in the intervention group, with a mean between-group difference of -23.8 events/h (95% CI, -28.3 to -19.3 events/h). In the intervention group, 18 of 40 participants (45.0%) no longer required CPAP therapy at the intervention end point, and 6 of 40 participants (15.0%) attained complete OSA remission. At 6 months after intervention, 21 of 34 participants (61.8%) no longer required CPAP therapy, and complete remission of OSA was attained by 10 of 34 participants (29.4%). In the intervention vs control group, greater improvements in body weight (change, -7.1 kg [95% CI, -8.6 to -5.5 kg] vs -0.3 kg [95% CI, -1.9 to 1.4 kg]) and composition (eg, change in fat mass, -2.9 kg [95% CI, -4.5 to -1.3 kg] vs 1.4 kg [95% CI, -0.3 to 3.1 kg]), cardiometabolic risk (eg, change in blood pressure, -6.5 mm Hg [95% CI, -10.3 to -2.6 mm Hg] vs 2.2 mm Hg [95% CI, -2.1 to 6.6 mm Hg]), and health-related quality of life (eg, change in Sleep Apnea Quality of Life Index, 0.8 points [95% CI, 0.5-1.1 points] vs 0.1 points [95% CI, -0.3 to 0.4 points]) were also found at the intervention end point. Conclusions and Relevance: In this study, an interdisciplinary weight loss and lifestyle intervention involving Spanish men with moderate to severe OSA and had overweight or obesity and were receiving CPAP therapy resulted in clinically meaningful and sustainable improvements in OSA severity and comorbidities as well as health-related quality of life. This approach may therefore be considered as a central strategy to address the substantial impact of this increasingly common sleep-disordered breathing condition. Trial Registration: ClinicalTrials.gov Identifier: NCT03851653."
Sleep Apnea and Stroke,Laavanya Dharmakulaseelan; Mark I. Boulos,2024,10.1016/j.chest.2024.04.028,openalex,https://doi.org/10.1016/j.chest.2024.04.028,Patients with sleep apnea,Assessment of the relationship between sleep apnea and stroke,N/A,N/A,N/A,0.5,
Treatment options in obstructive sleep apnea,Francesco Gambino; Marta Zammuto; Alessandro Virzì; Giosafat Conti; Maria R. Bonsignore,2022,10.1007/s11739-022-02983-1,openalex,https://doi.org/10.1007/s11739-022-02983-1,patients with obstructive sleep apnea (OSA),"CPAP therapy, weight loss, lifestyle modifications, mandibular advancement devices (MAD), positional therapy (PT), hypoglossal nerve stimulation (HSN)",N/A,efficacy on AHI; symptoms; comorbidities; adherence; costs,N/A,0.9,"Treatment of OSA with CPAP is currently the recommended treatment and has the greatest evidence of efficacy on AHI, symptoms and comorbidities. Symptomatic patients with moderate-severe OSA generally have good adherence to CPAP therapy, while those with mild OSA, female, young and generally paucisymptomatic, have lower CPAP adherence, especially in the medium and long term. The recent identification of different clinical and pathophysiological phenotypes of OSA has paved the way for alternative treatments to CPAP, leading to an increasingly personalized therapy. Weight loss and lifestyle modifications are highly recommended in all obese or overweight patients. Mandibular advancement devices (MAD), positional therapy (PT) and hypoglossal nerve stimulation (HSN) are recent and personalized alternative therapies on which there is promising and encouraging data but with still little strong scientific evidence. The purpose of this review is to compare the efficacy, adherence and costs of various therapeutic options for OSA patients in the light of recent evidence and to provide useful guidance for specialists."
Trials in Sleep Apnea and Stroke,Mark I. Boulos; Laavanya Dharmakulaseelan; Devin L. Brown; Richard H. Swartz,2020,10.1161/strokeaha.120.031709,openalex,https://doi.org/10.1161/strokeaha.120.031709,poststroke obstructive sleep apnea (OSA) patients,continuous positive airway pressure (CPAP),N/A,recurrent vascular events; mortality; stroke-free survival,RCT,0.9,"Few randomized controlled trials have evaluated the effectiveness of continuous positive airway pressure (CPAP) in reducing recurrent vascular events and mortality in poststroke obstructive sleep apnea (OSA). To date, results have been mixed, most studies were underpowered and definitive conclusions are not available. Using lessons learned from prior negative trials in stroke, we reappraise prior randomized controlled trials that examined the use of CPAP in treating poststroke OSA and propose the following considerations: (1) Intervention-based changes, such as ensuring that patients are using CPAP for at least 4 hours per night (eg, through use of improvements in CPAP technology that make it easier for patients to use), as well as considering alternative treatment strategies for poststroke OSA; (2) Population-based changes (ie, including stroke patients with severe and symptomatic OSA and CPAP noncompliers); and (3) Changes to timing of intervention and follow-up (ie, early initiation of CPAP therapy within the first 48 hours of stroke and long-term follow-up calculated in accordance with sample size to ensure adequate power). Given the burden of vascular morbidity and mortality in stroke patients with OSA, there is a strong need to learn from past negative trials and explore innovative stroke prevention strategies to improve stroke-free survival."
"Interactions of Obstructive Sleep Apnea With the Pathophysiology of Cardiovascular Disease, Part 1",Shahrokh Javaheri; Shahrokh Javaheri; Sogol Javaheri; Sogol Javaheri; Virend K. Somers; David Gozal; Babak Mokhlesi; Reena Mehra; Walter T. McNicholas; Phyllis C Zee; Francisco Campos‐Rodríguez; Miguel Ángel Martínez‐García; Peter A. Cistulli; Atul Malhotra,2024,10.1016/j.jacc.2024.02.059,openalex,https://doi.org/10.1016/j.jacc.2024.02.059,Patients with obstructive sleep apnea and cardiovascular disease,Interactions of obstructive sleep apnea with cardiovascular disease pathophysiology,N/A,N/A,N/A,0.8,
Effects of Weight Loss on Obstructive Sleep Apnea Severity. Ten-Year Results of the Sleep AHEAD Study,Samuel T. Kuna; David M. Reboussin; Elsa S. Strotmeyer; Richard P. Millman; Gary Zammit; Michael P. Walkup; Thomas A. Wadden; Rena R. Wing; F. Xavier Pi‐Sunyer; Adam P. Spira; Gary D. Foster,2020,10.1164/rccm.201912-2511oc,openalex,https://doi.org/10.1164/rccm.201912-2511oc,"134 adults with overweight/obesity, type 2 diabetes mellitus, and obstructive sleep apnea (OSA)",intensive lifestyle intervention (ILI) for weight loss,diabetes support and education (DSE),"Change in apnea–hypopnea index (AHI); Mean weight loss at 1, 2, 4, and 10 years; OSA remission at 10 years",Cohort study,0.9,"Abstract Rationale Weight loss is recommended to treat obstructive sleep apnea (OSA). Objectives To determine whether the initial benefit of intensive lifestyle intervention (ILI) for weight loss on OSA severity is maintained at 10 years. Methods Ten-year follow-up polysomnograms of 134 of 264 adults in Sleep AHEAD (Action for Health in Diabetes) with overweight/obesity, type 2 diabetes mellitus, and OSA were randomized to ILI for weight loss or diabetes support and education (DSE). Measurements and Main Results Change in apnea–hypopnea index (AHI) was measured. Mean ± SE weight losses of ILI participants of 10.7 ± 0.7, 7.4 ± 0.7, 5.1 ± 0.7, and 7.1 ± 0.8 kg at 1, 2, 4, and 10 years, respectively, were significantly greater than the 1-kg weight loss at 1, 2, and 4 years and 3.5 ± 0.8 kg weight loss at 10 years for the DSE group (P values ≤ 0.0001). AHI was lower with ILI than DSE by 9.7, 8.0, and 7.9 events/h at 1, 2, and 4 years, respectively (P values ≤ 0.0004), and 4.0 events/h at 10 years (P = 0.109). Change in AHI over time was related to amount of weight loss, baseline AHI, visit year (P values &amp;lt; 0.0001), and intervention independent of weight change (P = 0.01). OSA remission at 10 years was more common with ILI (34.4%) than DSE (22.2%). Conclusions Participants with OSA and type 2 diabetes mellitus receiving ILI for weight loss had reduced OSA severity at 10 years. No difference in OSA severity was present between ILI and DSE groups at 10 years. Improvement in OSA severity over the 10-year period with ILI was related to change in body weight, baseline AHI, and intervention independent of weight change."
"Obstructive sleep apnea and stroke: The mechanisms, the randomized trials, and the road ahead",Shahrokh Javaheri; Yüksel Peker; H. Klar Yaggi; Claudio L. Bassetti,2021,10.1016/j.smrv.2021.101568,openalex,https://doi.org/10.1016/j.smrv.2021.101568,Patients with obstructive sleep apnea,Various treatments for obstructive sleep apnea,N/A,Mechanisms linking obstructive sleep apnea and stroke; Results from randomized trials; Future directions for research,Systematic review,0.8,
