key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,v1_decision,v1_reason,doi,keywords,pubmed_id,pmc_id
rayyan-642911544,Digital biomarkers and artificial intelligence for mass diagnosis of atrial fibrillation in a population sample at risk of sleep disordered breathing,2020,1,1,,,,,,Armand Chocron and Roi Efraim and Franck Mandel and Michael Rueschman and Niclas Palmius and Thomas Penzel and Meyer Elbaz and Joachim A. Behar,http://arxiv.org/abs/2007.14686v1,,,,"Atrial fibrillation (AF) is the most prevalent arrhythmia and is associated with a five-fold increase in stroke risk. Many individuals with AF go undetected. These individuals are often asymptomatic. There are ongoing debates on whether mass screening for AF is to be recommended. However, there is incentive in performing screening for specific at risk groups such as individuals suspected of sleep-disordered breathing where an important association between AF and obstructive sleep apnea (OSA) has been demonstrated. We introduce a new methodology leveraging digital biomarkers and recent advances in artificial intelligence (AI) for the purpose of mass AF diagnosis. We demonstrate the value of such methodology in a large population sample at risk of sleep disordered breathing. Four databases, totaling n=3,088 patients and p=26,913 hours of ECG raw data were used. Three of the databases (n=125, p=2,513) were used for training a machine learning model in recognizing AF events from beat-to-beat interval time series. The visit 1 of the sleep heart health study database (SHHS1, n=2,963, p=24,400) consists of overnight polysomnographic (PSG) recordings, and was considered as the test set. In SHHS1, expert inspection identified a total of 70 patients with a prominent AF rhythm. Model prediction on the SHHS1 showed an overall Se=0.97,Sp=0.99,NPV=0.99,PPV=0.67 in classifying individuals with or without prominent AF. PPV was non-inferior (p=0.03) for individuals with an apnea-hypopnea index (AHI) > 15 versus AHI < 15. Over 22% of correctly identified prominent AF rhythm cases were not documented as AF in the SHHS1. Individuals with prominent AF can be automatically diagnosed from an overnight single channel ECG recording, with an accuracy unaffected by the presence of OSA. AF detection from overnight ECG recording revealed a large proportion of undiagnosed AF and may enhance the phenotyping of OSA.",Excluded,EC4,10.1088/1361-6579/abb8bf,,,
rayyan-642911545,Deep learning-based NLP Data Pipeline for EHR Scanned Document Information Extraction,2021,1,1,,,,,,Enshuo Hsu and Ioannis Malagaris and Yong-Fang Kuo and Rizwana Sultana and Kirk Roberts,http://arxiv.org/abs/2110.11864v1,,,,"Scanned documents in electronic health records (EHR) have been a challenge for decades, and are expected to stay in the foreseeable future. Current approaches for processing often include image preprocessing, optical character recognition (OCR), and text mining. However, there is limited work that evaluates the choice of image preprocessing methods, the selection of NLP models, and the role of document layout. The impact of each element remains unknown. We evaluated this method on a use case of two key indicators for sleep apnea, Apnea hypopnea index (AHI) and oxygen saturation (SaO2) values, from scanned sleep study reports. Our data that included 955 manually annotated reports was secondarily utilized from a previous study in the University of Texas Medical Branch. We performed image preprocessing: gray-scaling followed by 1 iteration of dilating and erode, and 20% contrast increasing. The OCR was implemented with the Tesseract OCR engine. A total of seven Bag-of-Words models (Logistic Regression, Ridge Regression, Lasso Regression, Support Vector Machine, k-Nearest Neighbor, Naïve Bayes, and Random Forest) and three deep learning-based models (BiLSTM, BERT, and Clinical BERT) were evaluated. We also evaluated the combinations of image preprocessing methods (gray-scaling, dilate & erode, increased contrast by 20%, increased contrast by 60%), and two deep learning architectures (with and without structured input that provides document layout information). Our proposed method using Clinical BERT reached an AUROC of 0.9743 and document accuracy of 94.76% for AHI, and an AUROC of 0.9523, and document accuracy of 91.61% for SaO2. We demonstrated the proper use of image preprocessing and document layout could be beneficial to scanned document processing.",Excluded,EC4,10.1093/jamiaopen/ooac045,,,
rayyan-642911546,Diagnosis and Management of Obstructive Sleep Apnea,2020,1,1,,,,,,Daniel J. Gottlieb and Naresh M. Punjabi,https://doi.org/10.1001/jama.2020.3514,,,,"Importance: Obstructive sleep apnea (OSA) affects 17% of women and 34% of men in the US and has a similar prevalence in other countries. This review provides an update on the diagnosis and treatment of OSA. Observations: The most common presenting symptom of OSA is excessive sleepiness, although this symptom is reported by as few as 15% to 50% of people with OSA in the general population. OSA is associated with a 2- to 3-fold increased risk of cardiovascular and metabolic disease. In many patients, OSA can be diagnosed with home sleep apnea testing, which has a sensitivity of approximately 80%. Effective treatments include weight loss and exercise, positive airway pressure, oral appliances that hold the jaw forward during sleep, and surgical modification of the pharyngeal soft tissues or facial skeleton to enlarge the upper airway. Hypoglossal nerve stimulation is effective in select patients with a body mass index less than 32. There are currently no effective pharmacological therapies. Treatment with positive airway pressure lowers blood pressure, especially in patients with resistant hypertension; however, randomized clinical trials of OSA treatment have not demonstrated significant benefit on rates of cardiovascular or cerebrovascular events. Conclusions and Relevance: OSA is common and the prevalence is increasing with the increased prevalence of obesity. Daytime sleepiness is among the most common symptoms, but many patients with OSA are asymptomatic. Patients with OSA who are asymptomatic, or whose symptoms are minimally bothersome and pose no apparent risk to driving safety, can be treated with behavioral measures, such as weight loss and exercise. Interventions such as positive airway pressure are recommended for those with excessive sleepiness and resistant hypertension. Managing asymptomatic OSA to reduce cardiovascular and cerebrovascular events is not currently supported by high-quality evidence.",Excluded,EC-O,10.1001/jama.2020.3514,,,
rayyan-642911547,Obstructive Sleep Apnea and Cardiovascular Disease: A Scientific Statement From the American Heart Association,2021,1,1,,,,,,Yerem Yeghiazarians and Hani Jneid and Jeremy Tietjens and Susan Redline and Devin L. Brown and Nabil El-Sherif and Reena Mehra and Biykem Bozkurt and Chiadi E. Ndumele and Virend K. Somers,https://doi.org/10.1161/cir.0000000000000988,,,,"Obstructive sleep apnea (OSA) is characterized by recurrent complete and partial upper airway obstructive events, resulting in intermittent hypoxemia, autonomic fluctuation, and sleep fragmentation. Approximately 34% and 17% of middle-aged men and women, respectively, meet the diagnostic criteria for OSA. Sleep disturbances are common and underdiagnosed among middle-aged and older adults, and the prevalence varies by race/ethnicity, sex, and obesity status. OSA prevalence is as high as 40% to 80% in patients with hypertension, heart failure, coronary artery disease, pulmonary hypertension, atrial fibrillation, and stroke. Despite its high prevalence in patients with heart disease and the vulnerability of cardiac patients to OSA-related stressors and adverse cardiovascular outcomes, OSA is often underrecognized and undertreated in cardiovascular practice. We recommend screening for OSA in patients with resistant/poorly controlled hypertension, pulmonary hypertension, and recurrent atrial fibrillation after either cardioversion or ablation. In patients with New York Heart Association class II to IV heart failure and suspicion of sleep-disordered breathing or excessive daytime sleepiness, a formal sleep assessment is reasonable. In patients with tachy-brady syndrome or ventricular tachycardia or survivors of sudden cardiac death in whom sleep apnea is suspected after a comprehensive sleep assessment, evaluation for sleep apnea should be considered. After stroke, clinical equipoise exists with respect to screening and treatment. Patients with nocturnally occurring angina, myocardial infarction, arrhythmias, or appropriate shocks from implanted cardioverter-defibrillators may be especially likely to have comorbid sleep apnea. All patients with OSA should be considered for treatment, including behavioral modifications and weight loss as indicated. Continuous positive airway pressure should be offered to patients with severe OSA, whereas oral appliances can be considered for those with mild to moderate OSA or for continuous positive airway pressure-intolerant patients. Follow-up sleep testing should be performed to assess the effectiveness of treatment.",Excluded,EC-N,10.1161/cir.0000000000000988,,,
rayyan-642911548,Tirzepatide for the Treatment of Obstructive Sleep Apnea and Obesity,2024,1,1,,,,,,Atul Malhotra and Ronald R. Grunstein and Ingo Fietze and Terri E. Weaver and Susan Redline and Ali Azarbarzin and Scott A. Sands and Richard J Schwab and Julia P. Dunn and Sujatro Chakladar and Mathijs C. Bunck and Josef Bednarík,https://doi.org/10.1056/nejmoa2404881,,,,"BACKGROUND: Obstructive sleep apnea is characterized by disordered breathing during sleep and is associated with major cardiovascular complications; excess adiposity is an etiologic risk factor. Tirzepatide may be a potential treatment. METHODS: We conducted two phase 3, double-blind, randomized, controlled trials involving adults with moderate-to-severe obstructive sleep apnea and obesity. Participants who were not receiving treatment with positive airway pressure (PAP) at baseline were enrolled in trial 1, and those who were receiving PAP therapy at baseline were enrolled in trial 2. The participants were assigned in a 1:1 ratio to receive either the maximum tolerated dose of tirzepatide (10 mg or 15 mg) or placebo for 52 weeks. The primary end point was the change in the apnea-hypopnea index (AHI, the number of apneas and hypopneas during an hour of sleep) from baseline. Key multiplicity-controlled secondary end points included the percent change in AHI and body weight and changes in hypoxic burden, patient-reported sleep impairment and disturbance, high-sensitivity C-reactive protein (hsCRP) concentration, and systolic blood pressure. RESULTS: At baseline, the mean AHI was 51.5 events per hour in trial 1 and 49.5 events per hour in trial 2, and the mean body-mass index (BMI, the weight in kilograms divided by the square of the height in meters) was 39.1 and 38.7, respectively. In trial 1, the mean change in AHI at week 52 was -25.3 events per hour (95% confidence interval [CI], -29.3 to -21.2) with tirzepatide and -5.3 events per hour (95% CI, -9.4 to -1.1) with placebo, for an estimated treatment difference of -20.0 events per hour (95% CI, -25.8 to -14.2) (P<0.001). In trial 2, the mean change in AHI at week 52 was -29.3 events per hour (95% CI, -33.2 to -25.4) with tirzepatide and -5.5 events per hour (95% CI, -9.9 to -1.2) with placebo, for an estimated treatment difference of -23.8 events per hour (95% CI, -29.6 to -17.9) (P<0.001). Significant improvements in the measurements for all prespecified key secondary end points were observed with tirzepatide as compared with placebo. The most frequently reported adverse events with tirzepatide were gastrointestinal in nature and mostly mild to moderate in severity. CONCLUSIONS: Among persons with moderate-to-severe obstructive sleep apnea and obesity, tirzepatide reduced the AHI, body weight, hypoxic burden, hsCRP concentration, and systolic blood pressure and improved sleep-related patient-reported outcomes. (Funded by Eli Lilly; SURMOUNT-OSA ClinicalTrials.gov number, NCT05412004.).",Excluded,EC-O,10.1056/nejmoa2404881,,,
rayyan-642911549,Metrics of sleep apnea severity: beyond the apnea-hypopnea index,2021,1,1,,,,,,Atul Malhotra and Indu Ayappa and Najib Ayas and Nancy A. Collop and Douglas B. Kirsch and Nigel McArdle and Reena Mehra and Allan I Pack and Naresh M. Punjabi and David P. White and Daniel J. Gottlieb,https://doi.org/10.1093/sleep/zsab030,,,,"Obstructive sleep apnea (OSA) is thought to affect almost 1 billion people worldwide. OSA has well established cardiovascular and neurocognitive sequelae, although the optimal metric to assess its severity and/or potential response to therapy remains unclear. The apnea-hypopnea index (AHI) is well established; thus, we review its history and predictive value in various different clinical contexts. Although the AHI is often criticized for its limitations, it remains the best studied metric of OSA severity, albeit imperfect. We further review the potential value of alternative metrics including hypoxic burden, arousal intensity, odds ratio product, and cardiopulmonary coupling. We conclude with possible future directions to capture clinically meaningful OSA endophenotypes including the use of genetics, blood biomarkers, machine/deep learning and wearable technologies. Further research in OSA should be directed towards providing diagnostic and prognostic information to make the OSA diagnosis more accessible and to improving prognostic information regarding OSA consequences, in order to guide patient care and to help in the design of future clinical trials.",Excluded,EC-O,10.1093/sleep/zsab030,,,
rayyan-642911550,Acetazolamide for OSA and Central Sleep Apnea,2020,1,1,,,,,,Christopher N. Schmickl and Shane A. Landry and Jeremy E. Orr and Kazuo Chin and Kimihiko Murase and Johan Verbraecken and Shahrokh Javaheri and Bradley A. Edwards and Robert L. Owens and Atul Malhotra,https://doi.org/10.1016/j.chest.2020.06.078,,,,,Excluded,EC-O,10.1016/j.chest.2020.06.078,,,
rayyan-642911551,A comprehensive review of obstructive sleep apnea.,2021,1,1,,,,,,Anna Abbasil and Sushilkumar Satish Gupta and Nitin Sabharwal and Vineet Meghrajani and Shaurya Sharma and Stephan Kamholz and Yizhak Kupfer,https://pubmed.ncbi.nlm.nih.gov/34381578,,,,"Obstructive sleep apnea (OSA) is a complex disorder characterized by collapse of the upper airway during sleep. Downstream effects involve the cardiovascular, pulmonary, and neurocognitive systems. OSA is more prevalent in men than women. Clinical symptoms suggest the diagnosis of OSA but none is pathognomonic of the condition. With rising awareness of OSA and the increasing prevalence of obesity, OSA is increasingly recognized as a major contributor to cardiovascular morbidity including systemic and pulmonary arterial hypertension, heart failure, acute coronary syndromes, atrial fibrillation, and other arrhythmias. Pulmonary manifestations include the development of chronic thromboembolic disease, which can then lead to chronic thromboembolic pulmonary hypertension (CTEPH). Neurocognitive morbidities include stroke and neurobehavioral disorders. Screening for OSA includes the use of symptom questionnaires and the diagnosis is confirmed by polysomnography. Management primarily includes the use of continuous positive airway pressure (CPAP) or bi-level positive airway pressure (BiPAP) devices during sleep. Alternate options such as mandibular devices and surgical procedures are considered for certain patient populations.",Excluded,EC-O,10.5935/1984-0063.20200056,,,
rayyan-642911552,"Multinight Prevalence, Variability, and Diagnostic Misclassification of Obstructive Sleep Apnea",2021,1,1,,,,,,Bastien Lechat and Ganesh Naik and Amy Reynolds and Atqiya Aishah and Hannah Scott and Kelly A. Loffler and Andrew Vakulin and Pierre Escourrou and R. Doug McEvoy and Robert J. Adams and Peter G. Catcheside and Danny J. Eckert,https://doi.org/10.1164/rccm.202107-1761oc,,,,"Abstract Rationale Recent studies suggest that obstructive sleep apnea (OSA) severity can vary markedly from night to night, which may have important implications for diagnosis and management. Objectives This study aimed to assess OSA prevalence from multinight in-home recordings and the impact of night-to-night variability in OSA severity on diagnostic classification in a large, global, nonrandomly selected community sample from a consumer database of people that purchased a novel, validated, under-mattress sleep analyzer. Methods A total of 67,278 individuals aged between 18 and 90 years underwent in-home nightly monitoring over an average of approximately 170 nights per participant between July 2020 and March 2021. OSA was defined as a nightly mean apnea?hypopnea index (AHI) of more than 15 events/h. Outcomes were multinight global prevalence and likelihood of OSA misclassification from a single night?s AHI value. Measurements and Main Results More than 11.6 million nights of data were collected and analyzed. OSA global prevalence was 22.6% (95% confidence interval, 20.9?24.3%). The likelihood of misdiagnosis in people with OSA based on a single night ranged between approximately 20% and 50%. Misdiagnosis error rates decreased with increased monitoring nights (e.g., 1-night F1-score = 0.77 vs. 0.94 for 14 nights) and remained stable after 14 nights of monitoring. Conclusions Multinight in-home monitoring using novel, noninvasive under-mattress sensor technology indicates a global prevalence of moderate to severe OSA of approximately 20%, and that approximately 20% of people diagnosed with a single-night study may be misclassified. These findings highlight the need to consider night-to-night variation in OSA diagnosis and management.",Excluded,EC4,10.1164/rccm.202107-1761oc,,,
rayyan-642911553,The Sleep Apnea-Specific Hypoxic Burden Predicts Incident Heart Failure,2020,1,1,,,,,,Ali Azarbarzin and Scott A. Sands and Luigi Taranto-Montemurro and Daniel Vena and Tamar Sofer and Sang-Wook Kim and Katie L. Stone and David P. White and Andrew Wellman and Susan Redline,https://doi.org/10.1016/j.chest.2020.03.053,,,,,Excluded,EC4,10.1016/j.chest.2020.03.053,,,
rayyan-642911554,"Sleep Apnea-Specific Hypoxic Burden, Symptom Subtypes, and Risk of Cardiovascular Events and All-Cause Mortality",2021,1,1,,,,,,Wojciech Trzepizur and Margaux Blanchard and Timothée Ganem and Frédéric Balusson and Mathieu Feuilloy and Jean-Marc Girault and Nicole Meslier and Emmanuel Oger and Audrey Paris and Thierry Pigeanne and Jean-Louis Racineux and AbdelKebir Sabil and Chloé Gervès-Pinquié and Frédéric Gagnadoux,https://doi.org/10.1164/rccm.202105-1274oc,,,,"Abstract Rationale Data from population-based cohorts suggest that symptom subtypes and obstructive sleep apnea (OSA)?specific hypoxic burden (HB) could help to better identify patients with OSA at high cardiovascular (CV) risk. Objectives We aimed to evaluate whether those new markers are associated with the risk of major adverse CV events (MACE) in clinical setting. Methods Data from the Pays de la Loire cohort were linked to health administrative data to identify the occurrence of MACE (a composite outcome including all-cause mortality, acute myocardial infarction, stroke, and unplanned coronary revascularization) in patients with newly diagnosed OSA and no overt CV disease. Latent class analysis was used to identify subtypes based on eight clinically relevant variables. HB was defined as the total area under the respiratory event?related desaturation curve. Cox proportional hazards models were used to evaluate the association of symptom subtypes and HB with MACE. Measurements and Main Results Four symptom subtypes were identified (minimally symptomatic [22.0%], disturbed sleep [17.5%], excessively sleepy [49.8%], and moderately sleepy [10.6%]). After a median follow-up of 78 months (interquartile range, 52?109), 592 (11.05%) of 5,358 patients experienced MACE. In a fully adjusted model, HB and overall nocturnal hypoxemia assessed by sleep time with oxygen saturation <90% were the only predictors of MACE (hazard ratio, 1.21; 95% confidence interval, 1.07?1.38; and hazard ratio, 1.34; 95% confidence interval, 1.16?1.55, respectively). The association appeared stronger toward younger patients and women. Conclusion In clinical setting, patients with OSA who demonstrate elevated OSA-specific HB are at higher risk of a CV event and all-cause mortality. Symptom subtypes were not associated with MACE after adjustment for confounders.",Included,IC1,10.1164/rccm.202105-1274oc,,,
rayyan-642911555,Obstructive sleep apnea in developmental age. A narrative review,2020,1,1,,,,,,Anna Lo Bue and Adriana Salvaggio and Giuseppe Insalaco,https://doi.org/10.1007/s00431-019-03557-8,,,,,Excluded,EC4,10.1007/s00431-019-03557-8,,,
rayyan-642911556,Prevalence of obstructive sleep apnea (OSA) among preschool aged children in the general population: A systematic review,2023,1,1,,,,,,Sólveig Magnúsdóttir and Elizabeth A. Hill,https://doi.org/10.1016/j.smrv.2023.101871,,,,,Excluded,EC4,10.1016/j.smrv.2023.101871,,,
rayyan-642911557,Obstructive sleep apnea: transition from pathophysiology to an integrative disease model,2022,1,1,,,,,,Walter T. McNicholas and Dirk Pevernagie,https://doi.org/10.1111/jsr.13616,,,,"Obstructive sleep apnea (OSA) is characterised by recurring episodes of upper airway obstruction during sleep and the fundamental abnormality reflects the inability of the upper airway dilating muscles to withstand the negative forces generated within the upper airway during inspiration. Factors that result in narrowing of the oropharynx such as abnormal craniofacial anatomy, soft tissue accumulation in the neck, and rostral fluid shift in the recumbent position increase the collapsing forces within the airway. The counteracting forces of upper airway dilating muscles, especially the genioglossus, are negatively influenced by sleep onset, inadequacy of the genioglossus responsiveness, ventilatory instability, especially post arousal, and loop gain. OSA is frequently associated with comorbidities that include metabolic, cardiovascular, renal, pulmonary, and neuropsychiatric, and there is growing evidence of bidirectional relationships between OSA and comorbidity, especially for heart failure, metabolic syndrome, and stroke. A detailed understanding of the complex pathophysiology of OSA encourages the development of therapies targeted at pathophysiological endotypes and facilitates a move towards precision medicine as a potential alternative to continuous positive airway pressure therapy in selected patients.",Excluded,EC-O,10.1111/jsr.13616,,,
rayyan-642911558,Adenotonsillectomy for Snoring and Mild Sleep Apnea in Children,2023,1,1,,,,,,Susan Redline and Kaitlyn Cook and Ronald D. Chervin and Stacey L. Ishman and Cristina Baldassari and Ron B. Mitchell and Ignacio E. Tapia and Raouf Amin and Fauziya Hassan and Sally Ibrahim and Kristie Ross and Lisa M. Elden and Erin M. Kirkham and David A. Zopf and Jay Shah and Todd Otteson and Kamal Naqvi and Judith Owens and Lisa R. Young and Susan L. Furth and Heidi Connolly and Caron A. C. Clark and Jessie P. Bakker and Susan L. Garetz and Jerilynn Radcliffe and H. Gerry Taylor and Carol L. Rosen and Rui Wang and Pediatric Adenotonsillectomy Trial for Snoring (PATS) Study Team and Michael Rueschman and Meg Tully and Jean L. Arnold and Michelle Nicholson and Emily R Kaplan and Dan Mobley and Michael G. Morrical and Laurie Karamessinis and Michelle Ward and M.A. Cornaglia and Ruth Bradford and Alyssa M. Ciampaglia and Hayley Groubert and Erica Denallo and Rasal Rajashari and Morgan Pyzoha and Heather Rogers and K. Ingrid McKibben and Suzie Hicks and B Carter and Melodie Boh and K. Swegheimer and Stacey Niehaus and Emily Herresoff and Marianne Heffner and Judy Fetterolf and Bill Geal and Sarah R. Brand and Braden DeWeese and Libby Johnson and Kristin Brierly and Allison Jordan and Kacee Pavelka and Jay Sands and Ashley Szpara and Francesca Chambers and Laura Vargas and Constance Eshon and Florence George and Mary A. Martin and Vernell Sparks and Victoria A. Young and Laura S. Stone and A. R. sk Boykin and Emily I. Riggan and Thomas Boswick and Michael Bailey and Amanda Stetler and Addy Tham,https://doi.org/10.1001/jama.2023.22114,,,,"Importance: The utility of adenotonsillectomy in children who have habitual snoring without frequent obstructive breathing events (mild sleep-disordered breathing [SDB]) is unknown. Objectives: To evaluate early adenotonsillectomy compared with watchful waiting and supportive care (watchful waiting) on neurodevelopmental, behavioral, health, and polysomnographic outcomes in children with mild SDB. Design, Setting, and Participants: Randomized clinical trial enrolling 459 children aged 3 to 12.9 years with snoring and an obstructive apnea-hypopnea index (AHI) less than 3 enrolled at 7 US academic sleep centers from June 29, 2016, to February 1, 2021, and followed up for 12 months. Intervention: Participants were randomized 1:1 to either early adenotonsillectomy (n = 231) or watchful waiting (n = 228). Main Outcomes and Measures: The 2 primary outcomes were changes from baseline to 12 months for caregiver-reported Behavior Rating Inventory of Executive Function (BRIEF) Global Executive Composite (GEC) T score, a measure of executive function; and a computerized test of attention, the Go/No-go (GNG) test d-prime signal detection score, reflecting the probability of response to target vs nontarget stimuli. Twenty-two secondary outcomes included 12-month changes in neurodevelopmental, behavioral, quality of life, sleep, and health outcomes. Results: Of the 458 participants in the analyzed sample (231 adenotonsillectomy and 237 watchful waiting; mean age, 6.1 years; 230 female [50%]; 123 Black/African American [26.9%]; 75 Hispanic [16.3%]; median AHI, 0.5 [IQR, 0.2-1.1]), 394 children (86%) completed 12-month follow-up visits. There were no statistically significant differences in change from baseline between the 2 groups in executive function (BRIEF GEC T-scores: -3.1 for adenotonsillectomy vs -1.9 for watchful waiting; difference, -0.96 [95% CI, -2.66 to 0.74]) or attention (GNG d-prime scores: 0.2 for adenotonsillectomy vs 0.1 for watchful waiting; difference, 0.05 [95% CI, -0.18 to 0.27]) at 12 months. Behavioral problems, sleepiness, symptoms, and quality of life each improved more with adenotonsillectomy than with watchful waiting. Adenotonsillectomy was associated with a greater 12-month decline in systolic and diastolic blood pressure percentile levels (difference in changes, -9.02 [97% CI, -15.49 to -2.54] and -6.52 [97% CI, -11.59 to -1.45], respectively) and less progression of the AHI to greater than 3 events/h (1.3% of children in the adenotonsillectomy group compared with 13.2% in the watchful waiting group; difference, -11.2% [97% CI, -17.5% to -4.9%]). Six children (2.7%) experienced a serious adverse event associated with adenotonsillectomy. Conclusions: In children with mild SDB, adenotonsillectomy, compared with watchful waiting, did not significantly improve executive function or attention at 12 months. However, children with adenotonsillectomy had improved secondary outcomes, including behavior, symptoms, and quality of life and decreased blood pressure, at 12-month follow-up. Trial Registration: ClinicalTrials.gov Identifier: NCT02562040.",Excluded,EC-O,10.1001/jama.2023.22114,,,
rayyan-642911559,Effect of an Interdisciplinary Weight Loss and Lifestyle Intervention on Obstructive Sleep Apnea Severity,2022,1,1,,,,,,Almudena Carneiro-Barrera and Francisco J. Amaro-Gahete and Alejandro Guillén-Riquelme and Lucas Jurado-Fasoli and Germán Sáez-Roca and Carlos Martín-Carrasco and Gualberto Buela-Casal and Jonatan R. Ruiz,https://doi.org/10.1001/jamanetworkopen.2022.8212,,,,"Importance: Obesity is the leading cause of obstructive sleep apnea (OSA); however, the effects of weight loss and lifestyle interventions on OSA and comorbidities remain uncertain. Objective: To evaluate the effect of an interdisciplinary weight loss and lifestyle intervention on OSA and comorbidities among adults with moderate to severe OSA and overweight or obesity. Design, Setting, and Participants: The Interdisciplinary Weight Loss and Lifestyle Intervention for OSA (INTERAPNEA) study was a parallel-group open-label randomized clinical trial conducted at a hospital-based referral center in Granada, Spain, from April 1, 2019, to October 23, 2020. The study enrolled 89 Spanish men aged 18 to 65 years with moderate to severe OSA and a body mass index (calculated as weight in kilograms divided by height in meters squared) of 25 or greater who were receiving continuous positive airway pressure (CPAP) therapy. The sole inclusion of men was based on the higher incidence and prevalence of OSA in this population, the differences in OSA phenotypes between men and women, and the known effectiveness of weight loss interventions among men vs women. Interventions: Participants were randomized to receive usual care (CPAP therapy) or an 8-week weight loss and lifestyle intervention involving nutritional behavior change, aerobic exercise, sleep hygiene, and alcohol and tobacco cessation combined with usual care. Main Outcomes and Measures: The primary end point was the change in the apnea-hypopnea index (AHI) from baseline to the intervention end point (8 weeks) and 6 months after intervention. Secondary end points comprised changes in other OSA sleep-related outcomes, body weight and composition, cardiometabolic risk, and health-related quality of life. Results: Among 89 men (mean [SD] age, 54.1 [8.0] years; all of Spanish ethnicity; mean [SD] AHI, 41.3 [22.2] events/h), 49 were randomized to the control group and 40 were randomized to the intervention group. The intervention group had a greater decrease in AHI (51% reduction; change, -21.2 events/h; 95% CI, -25.4 to -16.9 events/h) than the control group (change, 2.5 events/h; 95% CI, -2.0 to 6.9 events/h) at the intervention end point, with a mean between-group difference of -23.6 events/h (95% CI, -28.7 to -18.5 events/h). At 6 months after intervention, the reduction in AHI was 57% in the intervention group, with a mean between-group difference of -23.8 events/h (95% CI, -28.3 to -19.3 events/h). In the intervention group, 18 of 40 participants (45.0%) no longer required CPAP therapy at the intervention end point, and 6 of 40 participants (15.0%) attained complete OSA remission. At 6 months after intervention, 21 of 34 participants (61.8%) no longer required CPAP therapy, and complete remission of OSA was attained by 10 of 34 participants (29.4%). In the intervention vs control group, greater improvements in body weight (change, -7.1 kg [95% CI, -8.6 to -5.5 kg] vs -0.3 kg [95% CI, -1.9 to 1.4 kg]) and composition (eg, change in fat mass, -2.9 kg [95% CI, -4.5 to -1.3 kg] vs 1.4 kg [95% CI, -0.3 to 3.1 kg]), cardiometabolic risk (eg, change in blood pressure, -6.5 mm Hg [95% CI, -10.3 to -2.6 mm Hg] vs 2.2 mm Hg [95% CI, -2.1 to 6.6 mm Hg]), and health-related quality of life (eg, change in Sleep Apnea Quality of Life Index, 0.8 points [95% CI, 0.5-1.1 points] vs 0.1 points [95% CI, -0.3 to 0.4 points]) were also found at the intervention end point. Conclusions and Relevance: In this study, an interdisciplinary weight loss and lifestyle intervention involving Spanish men with moderate to severe OSA and had overweight or obesity and were receiving CPAP therapy resulted in clinically meaningful and sustainable improvements in OSA severity and comorbidities as well as health-related quality of life. This approach may therefore be considered as a central strategy to address the substantial impact of this increasingly common sleep-disordered breathing condition. Trial Registration: ClinicalTrials.gov Identifier: NCT03851653.",Excluded,EC4,10.1001/jamanetworkopen.2022.8212,,,
rayyan-642911560,Sleep Apnea and Stroke,2024,1,1,,,,,,Laavanya Dharmakulaseelan and Mark I. Boulos,https://doi.org/10.1016/j.chest.2024.04.028,,,,,Excluded,EC4,10.1016/j.chest.2024.04.028,,,
rayyan-642911561,Treatment options in obstructive sleep apnea,2022,1,1,,,,,,Francesco Gambino and Marta Zammuto and Alessandro Virzì and Giosafat Conti and Maria R. Bonsignore,https://doi.org/10.1007/s11739-022-02983-1,,,,"Treatment of OSA with CPAP is currently the recommended treatment and has the greatest evidence of efficacy on AHI, symptoms and comorbidities. Symptomatic patients with moderate-severe OSA generally have good adherence to CPAP therapy, while those with mild OSA, female, young and generally paucisymptomatic, have lower CPAP adherence, especially in the medium and long term. The recent identification of different clinical and pathophysiological phenotypes of OSA has paved the way for alternative treatments to CPAP, leading to an increasingly personalized therapy. Weight loss and lifestyle modifications are highly recommended in all obese or overweight patients. Mandibular advancement devices (MAD), positional therapy (PT) and hypoglossal nerve stimulation (HSN) are recent and personalized alternative therapies on which there is promising and encouraging data but with still little strong scientific evidence. The purpose of this review is to compare the efficacy, adherence and costs of various therapeutic options for OSA patients in the light of recent evidence and to provide useful guidance for specialists.",Excluded,EC-O,10.1007/s11739-022-02983-1,,,
rayyan-642911562,Trials in Sleep Apnea and Stroke,2020,1,1,,,,,,Mark I. Boulos and Laavanya Dharmakulaseelan and Devin L. Brown and Richard H. Swartz,https://doi.org/10.1161/strokeaha.120.031709,,,,"Few randomized controlled trials have evaluated the effectiveness of continuous positive airway pressure (CPAP) in reducing recurrent vascular events and mortality in poststroke obstructive sleep apnea (OSA). To date, results have been mixed, most studies were underpowered and definitive conclusions are not available. Using lessons learned from prior negative trials in stroke, we reappraise prior randomized controlled trials that examined the use of CPAP in treating poststroke OSA and propose the following considerations: (1) Intervention-based changes, such as ensuring that patients are using CPAP for at least 4 hours per night (eg, through use of improvements in CPAP technology that make it easier for patients to use), as well as considering alternative treatment strategies for poststroke OSA; (2) Population-based changes (ie, including stroke patients with severe and symptomatic OSA and CPAP noncompliers); and (3) Changes to timing of intervention and follow-up (ie, early initiation of CPAP therapy within the first 48 hours of stroke and long-term follow-up calculated in accordance with sample size to ensure adequate power). Given the burden of vascular morbidity and mortality in stroke patients with OSA, there is a strong need to learn from past negative trials and explore innovative stroke prevention strategies to improve stroke-free survival.",Excluded,EC-O,10.1161/strokeaha.120.031709,,,
