title,authors,year,doi,source,url,population,intervention,comparison,outcomes,study_type,confidence_score,abstract
Thermal Imaging and Radar for Remote Sleep Monitoring of Breathing and Apnea,Kai Del Regno; Alexander Vilesov; Adnan Armouti; Anirudh Bindiganavale Harish; Selim Emir Can; Ashley Kita; Achuta Kadambi,2024.0,,arxiv,http://arxiv.org/abs/2407.11936v2,"10 participants, ages 34 - 78, with suspected sleep disorders",thermal imaging method for sleep monitoring,radar method for sleep monitoring,accuracy of thermal imaging: 0.99; precision of thermal imaging: 0.68; recall of thermal imaging: 0.74; F1 score of thermal imaging: 0.71; intra-class correlation of thermal imaging: 0.70; accuracy of radar: 0.83; precision of radar: 0.13; recall of radar: 0.86; F1 score of radar: 0.22; intra-class correlation of radar: 0.13,Comparative study,0.9,"Polysomnography (PSG), the current gold standard method for monitoring and detecting sleep disorders, is cumbersome and costly. At-home testing solutions, known as home sleep apnea testing (HSAT), exist. However, they are contact-based, a feature which limits the ability of some patient populations to tolerate testing and discourages widespread deployment. Previous work on non-contact sleep monitoring for sleep apnea detection either estimates respiratory effort using radar or nasal airflow using a thermal camera, but has not compared the two or used them together. We conducted a study on 10 participants, ages 34 - 78, with suspected sleep disorders using a hardware setup with a synchronized radar and thermal camera. We show the first comparison of radar and thermal imaging for sleep monitoring, and find that our thermal imaging method outperforms radar significantly. Our thermal imaging method detects apneas with an accuracy of 0.99, a precision of 0.68, a recall of 0.74, an F1 score of 0.71, and an intra-class correlation of 0.70; our radar method detects apneas with an accuracy of 0.83, a precision of 0.13, a recall of 0.86, an F1 score of 0.22, and an intra-class correlation of 0.13. We also present a novel proposal for classifying obstructive and central sleep apnea by leveraging a multimodal setup. This method could be used accurately detect and classify apneas during sleep with non-contact sensors, thereby improving diagnostic capacities in patient populations unable to tolerate current technology."
SWINSleepNet: A Hierarchical Context-Aware Framework for Sleep Staging (v2),Chongjian Wang; Junjie Gao,2026.0,,arxiv,http://arxiv.org/abs/2608.02183v1,Individuals with sleep disorders or those undergoing sleep quality assessment,"SwinSleepNet, a hierarchical context-aware dual-stream framework for sleep staging",,"Improved recognition accuracy for sleep stages, particularly N1 stage; Stronger robustness and stability on difficult N1 stages and transitional epochs; Competitive overall performance on Sleep-EDF-20, Sleep-EDF-78 and SHHS datasets",Experimental study,0.9,"Automatic sleep staging is a critical role in sleep disorder diagnosis, sleep quality assessment, and long-term health monitoring; however, existing approaches suffer poor performance on ambiguous and transition-related sleep stages, caused by inadequate modeling of fine-grained intra-epoch structures and complex cross-region spectral dependencies. Traditional epoch-level encoders commonly fail to extract subtle temporal microstructures and intra-epoch cross-region interactions, resulting in unsatisfactory recognition accuracy for hard categories such as the N1 stage. To tackle these drawbacks, we propose SwinSleepNet, a hierarchical context-aware dual-stream framework that separately optimizes intra-epoch representation learning and inter-epoch contextual modeling. Concretely, we characterize each sleep epoch from two complementary perspectives: raw time-domain EEG signal and its time-frequency transformation. The time-domain branch adopts convolutional encoders to capture fine waveform temporal details, and the time-frequency branch uses Swin Transformer to extract local spectro-temporal features, hierarchical multi-scale information and long-range spatial dependencies. The multi-branch extracted features are fused into integrated embeddings, which are optimized by a bidirectional context module to capture cross-epoch temporal dependencies for final sleep stage classification. Comprehensive experiments on Sleep-EDF-20, Sleep-EDF-78 and SHHS datasets verify that our method achieves competitive overall performance, and exhibits stronger robustness and stability on difficult N1 stages and transitional epochs. The results prove that optimized intra-epoch representation learning based on hierarchical architecture greatly benefits automatic sleep staging tasks."
What Radio Waves Tell Us about Sleep,Hao He; Chao Li; Wolfgang Ganglberger; Kaileigh Gallagher; Rumen Hristov; Michail Ouroutzoglou; Haoqi Sun; Jimeng Sun; Brandon Westover; Dina Katabi,2024.0,,arxiv,http://arxiv.org/abs/2405.11739v2,Patients undergoing sleep assessment and monitoring for sleep stages and apnea detection,Advanced machine learning algorithm for monitoring sleep and nocturnal breathing from radio waves,Polysomnography (gold standard),Accuracy of 81% for sleep hypnogram categorization; AUROC = 0.88 for sleep apnea detection; ICC=0.95 for Apnea-Hypopnea Index measurement,Validation study,0.9,"The ability to assess sleep at home, capture sleep stages, and detect the occurrence of apnea (without on-body sensors) simply by analyzing the radio waves bouncing off people's bodies while they sleep is quite powerful. Such a capability would allow for longitudinal data collection in patients' homes, informing our understanding of sleep and its interaction with various diseases and their therapeutic responses, both in clinical trials and routine care. In this article, we develop an advanced machine learning algorithm for passively monitoring sleep and nocturnal breathing from radio waves reflected off people while asleep. Validation results in comparison with the gold standard (i.e., polysomnography) (n=849) demonstrate that the model captures the sleep hypnogram (with an accuracy of 81% for 30-second epochs categorized into Wake, Light Sleep, Deep Sleep, or REM), detects sleep apnea (AUROC = 0.88), and measures the patient's Apnea-Hypopnea Index (ICC=0.95; 95% CI = [0.93, 0.97]). Notably, the model exhibits equitable performance across race, sex, and age. Moreover, the model uncovers informative interactions between sleep stages and a range of diseases including neurological, psychiatric, cardiovascular, and immunological disorders. These findings not only hold promise for clinical practice and interventional trials but also underscore the significance of sleep as a fundamental component in understanding and managing various diseases."
Attention-based Learning for Sleep Apnea and Limb Movement Detection using Wi-Fi CSI Signals,Chi-Che Chang; An-Hung Hsiao; Li-Hsiang Shen; Kai-Ten Feng; Chia-Yu Chen,2023.0,,arxiv,http://arxiv.org/abs/2304.06474v1,patients with sleep disorders including sleep apnea and periodic limb movement disorder (PLMD),attention-based learning for sleep apnea and limb movement detection (ALESAL) system,non-attention based methods of support vector machine and deep multilayer perceptron,weighted F1-score of 84.33,,0.9,"Wi-Fi channel state information (CSI) has become a promising solution for non-invasive breathing and body motion monitoring during sleep. Sleep disorders of apnea and periodic limb movement disorder (PLMD) are often unconscious and fatal. The existing researches detect abnormal sleep disorders in impractically controlled environments. Moreover, it leads to compelling challenges to classify complex macro- and micro-scales of sleep movements as well as entangled similar waveforms of cases of apnea and PLMD. In this paper, we propose the attention-based learning for sleep apnea and limb movement detection (ALESAL) system that can jointly detect sleep apnea and PLMD under different sleep postures across a variety of patients. ALESAL contains antenna-pair and time attention mechanisms for mitigating the impact of modest antenna pairs and emphasizing the duration of interest, respectively. Performance results show that our proposed ALESAL system can achieve a weighted F1-score of 84.33, outperforming the other existing non-attention based methods of support vector machine and deep multilayer perceptron."
Detection of Sleep Apnea-Hypopnea Events Using Millimeter-wave Radar and Pulse Oximeter,Wei Wang; Chenyang Li; Zhaoxi Chen; Wenyu Zhang; Zetao Wang; Xi Guo; Jian Guan; Gang Li,2024.0,,arxiv,http://arxiv.org/abs/2409.19217v2,Patients with Obstructive Sleep Apnea-Hypopnea Syndrome (OSAHS),Detection of sleep apnea-hypopnea events (SAE) using millimeter-wave radar and pulse oximeter (ROSA),Polysomnography (PSG),High degree of consistency (ICC=0.9864) between AHI from ROSA and PSG,Experimental study,0.9,"Obstructive Sleep Apnea-Hypopnea Syndrome (OSAHS) is a sleep-related breathing disorder associated with significant morbidity and mortality worldwide. The gold standard for OSAHS diagnosis, polysomnography (PSG), faces challenges in popularization due to its high cost and complexity. Recently, radar has shown potential in detecting sleep apnea-hypopnea events (SAE) with the advantages of low cost and non-contact monitoring. However, existing studies, especially those using deep learning, employ segment-based classification approach for SAE detection, making the task of event quantity estimation difficult. Additionally, radar-based SAE detection is susceptible to interference from body movements and the environment. Oxygen saturation (SpO2) can offer valuable information about OSAHS, but it also has certain limitations and cannot be used alone for diagnosis. In this study, we propose a method using millimeterwave radar and pulse oximeter to detect SAE, called ROSA. It fuses information from both sensors, and directly predicts the temporal localization of SAE. Experimental results demonstrate a high degree of consistency (ICC=0.9864) between AHI from ROSA and PSG. This study presents an effective method with lowload device for the diagnosis of OSAHS."
Apnea Burden-Guided Framework: Enhancing Out-of-Distribution Generalization in PPG-Based Sleep Apnea Characterization,Mantas RinkeviÄius; Oskar Pfeffer; Amal Alissa; Nando Hegemann; Vaidotas Marozas,2026.0,,arxiv,http://arxiv.org/abs/2608.12229v1,Individuals with sleep apnea,Apnea burden prediction-based framework using PPG features and SpO2,Using SpO2 alone,15.72% increase in macro-sensitivity; 9.22% increase in macro-accuracy; 16.01% increase in macro-F1-score; 11.08% increase in Cohen's kappa; 13.22% increase in Matthews correlation coefficient,,0.9,"Sleep apnea is a common sleep-related breathing disorder associated with substantial cardiovascular and metabolic risk. Although overnight polysomnography remains the reference standard for diagnosis, its complexity and cost limit its suitability for long-term preventive monitoring at home. In wearable systems, arterial blood oxygen saturation (SpO2) is commonly used as the main predictor, whereas additional morphological features of the photoplethysmographic (PPG) pulse wave are usually underexplored. This study proposes a novel apnea burden prediction-based framework for sleep apnea severity assessment and investigates the influence of PPG features on model performance and out-of-distribution (OOD) generalization. The proposed framework first predicts apnea burden as a continuous measure, which is subsequently converted into the clinically relevant apnea-hypopnea index for subject-level classification into four severity groups in both in-distribution (ID) and OOD data. Three artificial neural network architectures were evaluated, and the performance metrics were averaged over five independent runs with different fixed random seeds. During OOD testing, the combination of PPG features and SpO2 led to increases of approximately 15.72% in macro-sensitivity, 9.22% in macro-accuracy, 16.01% in macro-F1-score, 11.08% in Cohen's kappa, and 13.22% in Matthews correlation coefficient, compared with using SpO2 alone. The low-complexity convolutional-recurrent models achieved the highest overall performance. The results indicated that the proposed apnea burden-guided framework, combined with PPG features and SpO2, improves sleep apnea characterization while showing encouraging OOD performance on an independent external dataset. Moreover, simpler hybrid architectures demonstrated strong potential for robust home-based preventive monitoring."
SleepLiteCNN: Energy-Efficient Sleep Apnea Subtype Classification with 1-Second Resolution Using Single-Lead ECG,Zahra Mohammadi; Siamak Mohammadi,2025.0,,arxiv,http://arxiv.org/abs/2508.02718v1,Patients with sleep apnea,"SleepLiteCNN, a compact and energy-efficient convolutional neural network for classifying sleep apnea subtypes using single-lead ECG",,over 95% accuracy; 92% macro-F1 score; 1.8 microjoules per inference,,0.9,"Apnea is a common sleep disorder characterized by breathing interruptions lasting at least ten seconds and occurring more than five times per hour. Accurate, high-temporal-resolution detection of sleep apnea subtypes - Obstructive, Central, and Mixed - is crucial for effective treatment and management. This paper presents an energy-efficient method for classifying these subtypes using a single-lead electrocardiogram (ECG) with high temporal resolution to address the real-time needs of wearable devices. We evaluate a wide range of classical machine learning algorithms and deep learning architectures on 1-second ECG windows, comparing their accuracy, complexity, and energy consumption. Based on this analysis, we introduce SleepLiteCNN, a compact and energy-efficient convolutional neural network specifically designed for wearable platforms. SleepLiteCNN achieves over 95% accuracy and a 92% macro-F1 score, while requiring just 1.8 microjoules per inference after 8-bit quantization. Field Programmable Gate Array (FPGA) synthesis further demonstrates significant reductions in hardware resource usage, confirming its suitability for continuous, real-time monitoring in energy-constrained environments. These results establish SleepLiteCNN as a practical and effective solution for wearable device sleep apnea subtype detection."
MSSC-BiMamba: Multimodal Sleep Stage Classification and Early Diagnosis of Sleep Disorders with Bidirectional Mamba,Chao Zhang; Weirong Cui; Jingjing Guo,2024.0,,arxiv,http://arxiv.org/abs/2405.20142v2,"Individuals undergoing sleep monitoring, including those with healthy and unhealthy sleep patterns",Automated model for sleep staging and disorder classification (MSSC-BiMamba),Traditional manual staging methods,Enhanced diagnostic accuracy; Improved efficiency in sleep staging; High accuracy for sleep health prediction,,0.9,"Monitoring sleep states is essential for evaluating sleep quality and diagnosing sleep disorders. Traditional manual staging is time-consuming and prone to subjective bias, often resulting in inconsistent outcomes. Here, we developed an automated model for sleep staging and disorder classification to enhance diagnostic accuracy and efficiency. Considering the characteristics of polysomnography (PSG) multi-lead sleep monitoring, we designed a multimodal sleep state classification model, MSSC-BiMamba, that combines an Efficient Channel Attention (ECA) mechanism with a Bidirectional State Space Model (BSSM). The ECA module allows for weighting data from different sensor channels, thereby amplifying the influence of diverse sensor inputs. Additionally, the implementation of bidirectional Mamba (BiMamba) enables the model to effectively capture the multidimensional features and long-range dependencies of PSG data. The developed model demonstrated impressive performance on sleep stage classification tasks on both the ISRUC-S3 and ISRUC-S1 datasets, respectively containing data with healthy and unhealthy sleep patterns. Also, the model exhibited a high accuracy for sleep health prediction when evaluated on a combined dataset consisting of ISRUC and Sleep-EDF. Our model, which can effectively handle diverse sleep conditions, is the first to apply BiMamba to sleep staging with multimodal PSG data, showing substantial gains in computational and memory efficiency over traditional Transformer-style models. This method enhances sleep health management by making monitoring more accessible and extending advanced healthcare through innovative technology."
RestAware: Non-Invasive Sleep Monitoring Using FMCW Radar and AI-Generated Summaries,Agniva Banerjee; Bhanu Partap Paregi; Haroon R. Lone,2025.0,,arxiv,http://arxiv.org/abs/2508.00848v1,25 participants,"RestAware, a non-invasive, contactless sleep monitoring system based on a 24GHz FMCW radar",,92% classification accuracy; F1-score of 0.91,,0.9,"Monitoring sleep posture and behavior is critical for diagnosing sleep disorders and improving overall sleep quality. However, traditional approaches, such as wearable devices, cameras, and pressure sensors, often compromise user comfort, fail under obstructions like blankets, and raise privacy concerns. To overcome these limitations, we present RestAware, a non-invasive, contactless sleep monitoring system based on a 24GHz frequency-modulated continuous wave (FMCW) radar. Our system is evaluated on 25 participants across eight common sleep postures, achieving 92% classification accuracy and an F1-score of 0.91 using a K-Nearest Neighbors (KNN) classifier. In addition, we integrate instruction-tuned large language models (Mistral, Llama, and Falcon) to generate personalized, human-readable sleep summaries from radar-derived posture data. This low-cost ($ 35), privacy-preserving solution offers a practical alternative for real-time deployment in smart homes and clinical environments."
Real-time unobtrusive sleep monitoring of in-patients with affective disorders: a feasibility study,Samuel Askjer; Kim Mathiasen; Ali Amidi; Christine Parsons; Nicolai Ladegaard,2023.0,,arxiv,http://arxiv.org/abs/2311.13457v1,psychiatric in-patients diagnosed with depression and bipolar disorder,ballistocardiography for measuring sleep,,"feasibility of ballistocardiography; data quality; data integrity; link between length of stay and reduced time in bed (b = -0.06, SE = 0.03, t = -1.76, p = .08)",feasibility study,0.9,"Sleep and mental health are highly related concepts, and it is an important research and clinical priority to understand their interactions. In-bed sensors using ballistocardiography provide the possibility of unobtrusive measurements of sleep. In this study, we examined the feasibility of ballistocardiography in measuring key aspects of sleep in psychiatric in-patients. Specifically, we examined a sample of patients diagnosed with depression and bipolar disorder. The subjective experiences of the researchers conducting the study are explored and descriptive analyses of patient sleep are subsequently presented. The practicalities of using the ballistocardiography device seem to be favourable. There were no apparent issues regarding data quality or data integrity. Of clinical interest, we found no link between length of stay and reduced time in bed (b = -0.06, SE = 0.03, t = -1.76, p = .08). Using ballistocardiography for measurements on in-patients with affective disorders seems to be a feasible approach."
Deep Learning-Enabled Sleep Staging From Vital Signs and Activity Measured Using a Near-Infrared Video Camera,Jonathan Carter; JoÃ£o Jorge; Bindia Venugopal; Oliver Gibson; Lionel Tarassenko,2023.0,,arxiv,http://arxiv.org/abs/2306.03711v1,50 healthy volunteers,"sleep stage classification using heart rate, breathing rate, and activity measures derived from a near-infrared video camera",,accuracy of 73.4%; Cohen's kappa of 0.61,,0.9,"Conventional sleep monitoring is time-consuming, expensive and uncomfortable, requiring a large number of contact sensors to be attached to the patient. Video data is commonly recorded as part of a sleep laboratory assessment. If accurate sleep staging could be achieved solely from video, this would overcome many of the problems of traditional methods. In this work we use heart rate, breathing rate and activity measures, all derived from a near-infrared video camera, to perform sleep stage classification. We use a deep transfer learning approach to overcome data scarcity, by using an existing contact-sensor dataset to learn effective representations from the heart and breathing rate time series. Using a dataset of 50 healthy volunteers, we achieve an accuracy of 73.4\% and a Cohen's kappa of 0.61 in four-class sleep stage classification, establishing a new state-of-the-art for video-based sleep staging."
Privacy Protected Contactless Cardio-respiratory Monitoring using Defocused Cameras during Sleep,Yingen Zhu; Jia Huang; Hongzhou Lu; Wenjin Wang,2024.0,,arxiv,http://arxiv.org/abs/2401.08935v1,Individuals during sleep,Monitoring of heart rate (HR) and respiratory rate (RR) using a defocused camera,Focused camera monitoring,Mean Absolute Error (MAE) for HR measurement is 4.4 bpm; Mean Absolute Error (MAE) for RR measurement is 5.9 bpm; Correlation of HR measurement with reference ($R \geq 0.90$),,0.9,"The monitoring of vital signs such as heart rate (HR) and respiratory rate (RR) during sleep is important for the assessment of sleep quality and detection of sleep disorders. Camera-based HR and RR monitoring gained popularity in sleep monitoring in recent years. However, they are all facing with serious privacy issues when using a video camera in the sleeping scenario. In this paper, we propose to use the defocused camera to measure vital signs from optically blurred images, which can fundamentally eliminate the privacy invasion as face is difficult to be identified in obtained blurry images. A spatial-redundant framework involving living-skin detection is used to extract HR and RR from the defocused camera in NIR, and a motion metric is designed to exclude outliers caused by body motions. In the benchmark, the overall Mean Absolute Error (MAE) for HR measurement is 4.4 bpm, for RR measurement is 5.9 bpm. Both have quality drops as compared to the measurement using a focused camera, but the degradation in HR is much less, i.e. HR measurement has strong correlation with the reference ($R \geq 0.90$). Preliminary experiments suggest that it is feasible to use a defocused camera for cardio-respiratory monitoring while protecting the privacy. Further improvement is needed for robust RR measurement, such as by PPG-modulation based RR extraction."
MobileNetV2: A lightweight classification model for home-based sleep apnea screening,Hui Pan; Yanxuan Yu; Jilun Ye; Xu Zhang,2024.0,,arxiv,http://arxiv.org/abs/2412.19967v2,Individuals suspected of having obstructive sleep apnea (OSA),Lightweight neural network model using ECG and respiratory signals for OSA screening,,"Overall OSA detection accuracy of 0.978; Respiratory event classification accuracy of 0.969; ROC-AUC of 0.98 for respiratory event classification; ROC-AUC exceeding 0.85 for sleep stage classification in UCDDB dataset; Recall for Sleep reaching 0.906; Specificity for REM and Wake states at 0.956 and 0.937, respectively",Validation study,0.9,"This study proposes a novel lightweight neural network model leveraging features extracted from electrocardiogram (ECG) and respiratory signals for early OSA screening. ECG signals are used to generate feature spectrograms to predict sleep stages, while respiratory signals are employed to detect sleep-related breathing abnormalities. By integrating these predictions, the method calculates the apnea-hypopnea index (AHI) with enhanced accuracy, facilitating precise OSA diagnosis. The method was validated on three publicly available sleep apnea databases: the Apnea-ECG database, the UCDDB dataset, and the MIT-BIH Polysomnographic database. Results showed an overall OSA detection accuracy of 0.978, highlighting the model's robustness. Respiratory event classification achieved an accuracy of 0.969 and an area under the receiver operating characteristic curve (ROC-AUC) of 0.98. For sleep stage classification, in UCDDB dataset, the ROC-AUC exceeded 0.85 across all stages, with recall for Sleep reaching 0.906 and specificity for REM and Wake states at 0.956 and 0.937, respectively. This study underscores the potential of integrating lightweight neural networks with multi-signal analysis for accurate, portable, and cost-effective OSA screening, paving the way for broader adoption in home-based and wearable health monitoring systems."
PSG-MAE: Robust Multitask Sleep Event Monitoring using Multichannel PSG Reconstruction and Inter-channel Contrastive Learning,Yifei Wang; Qi Liu; Fuli Min; Honghao Wang,2025.0,,arxiv,http://arxiv.org/abs/2504.13229v1,Individuals undergoing polysomnography (PSG) for sleep monitoring,"PSG-MAE, a mask autoencoder (MAE) based pre-training framework for analyzing PSG data",,Accuracy of 83.7% for sleep staging; Accuracy of 90.45% for detecting obstructive sleep apnea,Experimental study,0.9,"Polysomnography (PSG) signals are essential for studying sleep processes and diagnosing sleep disorders. Analyzing PSG data through deep neural networks (DNNs) for automated sleep monitoring has become increasingly feasible. However, the limited availability of datasets for certain sleep events often leads to DNNs focusing on a single task with a single-sourced training dataset. As a result, these models struggle to transfer to new sleep events and lack robustness when applied to new datasets. To address these challenges, we propose PSG-MAE, a mask autoencoder (MAE) based pre-training framework. By performing self-supervised learning on a large volume of unlabeled PSG data, PSG-MAE develops a robust feature extraction network that can be broadly applied to various sleep event monitoring tasks. Unlike conventional MAEs, PSG-MAE generates complementary masks across PSG channels, integrates a multichannel signal reconstruction method, and employs a self-supervised inter-channel contrastive learning (ICCL) strategy. This approach enables the encoder to capture temporal features from each channel while simultaneously learning latent relationships between channels, thereby enhancing the utilization of multichannel information. Experimental results show that PSG-MAE effectively captures both temporal details and inter-channel information from PSG signals. When the encoder pre-trained through PSG-MAE is fine-tuned with downstream feature decomposition networks, it achieves an accuracy of 83.7% for sleep staging and 90.45% for detecting obstructive sleep apnea, which highlights the framework's robustness and broad applicability."
What your brain activity says about you: A review of neuropsychiatric disorders identified in resting-state and sleep EEG data,J. E. M. Scanlon; A. Pelzer; M. Gharleghi; K. C. Fuhrmeister; T. KÃ¶llmer; P. Aichroth; R. GÃ¶der; C. Hansen; K. I. Wolf,2025.0,,arxiv,http://arxiv.org/abs/2510.04984v1,Individuals participating in research and medical studies with resting-state and sleep EEG data,Classification of neuropsychiatric disorders using resting-state and sleep EEG data,,"Classification accuracy of various disorders including Autism Spectrum Disorder, Parkinson's disease, alcohol use disorder, sleep apnea, insomnia, REM sleep disorder",Review,0.8,"Electroencephalogram monitoring devices and online data repositories hold large amounts of data from individuals participating in research and medical studies without direct reference to personal identifiers. This paper explores what types of personal and health information have been detected and classified within task-free EEG data. Additionally, we investigate key characteristics of the collected resting-state and sleep data, in order to determine the privacy risks involved with openly available EEG data. We used Google Scholar, Web of Science and searched relevant journals to find studies which classified or detected the presence of various disorders and personal information in resting state and sleep EEG. Only English full-text peer-reviewed journal articles or conference papers about classifying the presence of medical disorders between individuals were included. A quality analysis carried out by 3 reviewers determined general paper quality based on specified evaluation criteria. In resting state EEG, various disorders including Autism Spectrum Disorder, Parkinson's disease, and alcohol use disorder have been classified with high classification accuracy, often requiring only 5 mins of data or less. Sleep EEG tends to hold classifiable information about sleep disorders such as sleep apnea, insomnia, and REM sleep disorder, but usually involve longer recordings or data from multiple sleep stages. Many classification methods are still developing but even today, access to a person's EEG can reveal sensitive personal health information. With an increasing ability of machine learning methods to re-identify individuals from their EEG data, this review demonstrates the importance of anonymization, and the development of improved tools for keeping study participants and medical EEG users' privacy safe."
The Breakthrough of Sleep: A Contactless Approach for Accurate Sleep Stage Detection Using the Sleepal AI Lamp,Zhuo Diao; Yueting Li; Jianpeng Wang; Shengyu Guan; Xinwei Wang; Wenxiong Cui; Xin Shi; Tong Liu; Kailai Sun; Jingyu Wang; Dian Fan; Thomas Penzel,2026.0,,arxiv,http://arxiv.org/abs/2604.16442v1,healthy individuals and patients with varying severities of obstructive sleep apnea (OSA),"Sleepal AI Lamp, a contactless, radar-based consumer-grade sleep tracker",polysomnography (PSG),accuracy of 92.8% for binary sleep-wake classification; macro-averaged F1 score of 0.895; accuracy of 78.5% for four-stage classification; Cohen's kappa coefficient of 0.695 in healthy individuals; accuracy of 77.2% with a kappa of 0.677 in heterogeneous population,Comparative study,0.9,"Sleep staging is essential for the assessment of sleep quality and the diagnosis of sleep-related disorders. Conventional polysomnography (PSG), while considered the gold standard, is intrusive, labor-intensive, and unsuitable for long-term monitoring. This study evaluates the performance of the Sleepal AI Lamp, a contactless, radar-based consumer-grade sleep tracker, in comparison with gold-standard polysomnography (PSG), using a large-scale dataset comprising 1022 overnight recordings. We extract multi-scale respiratory and motion-related features from radar signals to train a frequency-augmented deep learning model. For the binary sleep-wake classification task, experimental results demonstrated that the model achieved an accuracy of 92.8% alongside a macro-averaged F1 score of 0.895. For four-stage classification (wake, light NREM (N1 + N2), deep NREM (N3), REM), the model achieved an accuracy of 78.5% with a Cohen's kappa coefficient of 0.695 in healthy individuals and maintained a stable accuracy of 77.2% with a kappa of 0.677 in a heterogeneous population including patients with varying severities of obstructive sleep apnea (OSA). These experimental results demonstrate that the sleep staging performance of the contactless Sleepal AI Lamp is in high agreement with expert-labeled PSG sleep stages. Our findings suggest that non-contact radar sensing, combined with advanced temporal modeling, can provide reliable sleep staging performance without requiring physical contact or wearable devices. Owing to its unobtrusive nature, ease of deployment, and robustness to long-term use, the contactless Sleepal AI Lamp shows strong potential for clinical screening, home-based sleep assessment, and continuous longitudinal sleep monitoring in real-world medical and healthcare applications."
Sleep Position Classification using Transfer Learning for Bed-based Pressure Sensors,Olivier Papillon; Rafik Goubran; James Green; Julien LariviÃ¨re-Chartier; Caitlin Higginson; Frank Knoefel; RÃ©becca Robillard,2025.0,,arxiv,http://arxiv.org/abs/2505.08111v1,patients with suspected sleep disorders referred for assessments at a sleep clinic,transfer learning to adapt pre-trained deep learning models for sleep position classification,"previous work from PSM-based sleep pose classification using deep learning (TCN) and traditional machine learning models (SVM, XGBoost, Random Forest)",performance of sleep position classification; accuracy of estimating sleep positions from low-resolution PSM dataset,Clinical study,0.9,"Bed-based pressure-sensitive mats (PSMs) offer a non-intrusive way of monitoring patients during sleep. We focus on four-way sleep position classification using data collected from a PSM placed under a mattress in a sleep clinic. Sleep positions can affect sleep quality and the prevalence of sleep disorders, such as apnea. Measurements were performed on patients with suspected sleep disorders referred for assessments at a sleep clinic. Training deep learning models can be challenging in clinical settings due to the need for large amounts of labeled data. To overcome the shortage of labeled training data, we utilize transfer learning to adapt pre-trained deep learning models to accurately estimate sleep positions from a low-resolution PSM dataset collected in a polysomnography sleep lab. Our approach leverages Vision Transformer models pre-trained on ImageNet using masked autoencoding (ViTMAE) and a pre-trained model for human pose estimation (ViTPose). These approaches outperform previous work from PSM-based sleep pose classification using deep learning (TCN) as well as traditional machine learning models (SVM, XGBoost, Random Forest) that use engineered features. We evaluate the performance of sleep position classification from 112 nights of patient recordings and validate it on a higher resolution 13-patient dataset. Despite the challenges of differentiating between sleep positions from low-resolution PSM data, our approach shows promise for real-world deployment in clinical settings"
Sleep Stage Classification Using a Pre-trained Deep Learning Model,Hassan Ardeshir; Mohammad Araghi,2023.0,,arxiv,http://arxiv.org/abs/2309.07182v2,Individuals with sleep disorders,Machine-learning model called 'EEGMobile' utilizing pre-trained models and EEG spectrograms,,Accuracy of 86.97% on Sleep-EDF20 dataset; Accuracy of 56.4% in stage N1,,0.8,"One of the common human diseases is sleep disorders. The classification of sleep stages plays a fundamental role in diagnosing sleep disorders, monitoring treatment effectiveness, and understanding the relationship between sleep stages and various health conditions. A precise and efficient classification of these stages can significantly enhance our understanding of sleep-related phenomena and ultimately lead to improved health outcomes and disease treatment. Models others propose are often time-consuming and lack sufficient accuracy, especially in stage N1. The main objective of this research is to present a machine-learning model called ""EEGMobile"". This model utilizes pre-trained models and learns from electroencephalogram (EEG) spectrograms of brain signals. The model achieved an accuracy of 86.97% on a publicly available dataset named ""Sleep-EDF20"", outperforming other models proposed by different researchers. Moreover, it recorded an accuracy of 56.4% in stage N1, which is better than other models. These findings demonstrate that this model has the potential to achieve better results for the treatment of this disease."
Continuous SpO2 Monitoring Using Reflectance Pulse Oximetry at the Wrist and Upper Arm During Overnight Sleep Apnea Recordings,Karen Adam; ClÃ©mentine Aguet; Patrick Theurillat; Florent Baty; Maximilian Boesch; Damien Ferrario; Mathieu Lemay; Martin Brutsche; Fabian Braun,2025.0,,arxiv,http://arxiv.org/abs/2505.20846v1,134 patients with suspected sleep apnea (SA),reflectance pulse oximetry from a wearable device,,accuracy (root mean squared error) of 1.9% at the upper arm; accuracy (root mean squared error) of 3.2% at the wrist; rejection rate of 3.1% at the upper arm; rejection rate of 30.4% at the wrist,Cohort study,0.9,"Sleep apnea (SA) is a chronic sleep-related disorder consisting of repetitive pauses or restrictions in airflow during sleep and is known to be a risk factor for cerebro- and cardiovascular disease. It is generally diagnosed using polysomnography (PSG) recorded overnight in an in-lab setting at the hospital. This includes the measurement of blood oxygen saturation (SpO2), which exhibits fluctuations caused by SA events. In this paper, we investigate the accuracy and utility of reflectance pulse oximetry from a wearable device as a means to continuously monitor SpO2 during sleep. To this end, we analyzed data from a cohort of 134 patients with suspected SA undergoing overnight PSG and wearing the watch-like device at two measurement locations (upper arm and wrist). Our data show that standard requirements for pulse oximetry measurements are met at both measurement locations, with an accuracy (root mean squared error) of 1.9% at the upper arm and 3.2% at the wrist. With a rejection rate of 3.1%, the upper arm yielded better results in terms of data quality when compared to the wrist location which had 30.4% of data rejected."
